time,renshu
208,7
209,29
210,9
211,7
212,34
213,35
214,46
215,35
216,39
217,19
218,11
219,30
220,48
221,43
222,34
223,27
224,23
225,2
226,11
227,14
228,10
229,6
230,19
231,23
232,11
233,19
234,33
235,30
236,21
237,32
238,17
239,17
240,31
241,40
242,30
243,41
244,49
245,36
246,32
247,37
248,63
249,48
250,39
251,74
252,32
253,22
254,52
255,37
256,56
257,43
258,37
259,21
260,27
261,56
262,46
263,68
264,102
265,78
266,62
267,60
268,79
269,87
270,75
271,48
272,81
273,55
274,50
275,58
276,57
277,57
278,68
279,57
280,30
281,14
282,19
283,51
284,69
285,49
286,67
287,36
288,27
289,60
290,75
291,64
292,61
293,56
294,31
295,39
296,68
297,73
298,61
299,62
300,57
301,35
302,20
303,66
304,55
305,67
306,57
307,40
308,15
309,16
310,21
311,84
312,52
313,59
314,53
315,30
316,24
317,55
318,59
319,58
320,59
321,57
322,25
323,18
324,51
325,59
326,65
327,61
328,59
329,24
330,28
331,57
332,69
333,54
334,71
335,51
336,34
337,31
338,52
339,48
340,59
341,72
342,71
343,30
344,21
345,55
346,64
347,58
348,20
349,21
350,18
351,49
352,68
353,61
354,68
355,64
356,67
357,39
358,33
359,54
360,59
361,68
362,74
363,71
364,81
365,22
366,67
367,78
368,60
369,72
370,74
371,30
372,21
373,71
374,75
375,78
376,63
377,84
378,24
379,27
380,72
381,81
382,109
383,72
384,66
385,25
386,27
387,80
388,79
389,72
390,81
391,65
392,42
393,25
394,96
395,93
396,100
397,94
398,80
399,43
400,36
401,76
402,21
403,85
404,101
405,87
406,28
407,33
408,96
409,67
410,89
411,106
412,83
413,35
414,26
415,85
416,85
417,80
418,76
419,82
420,38
421,23
422,103
423,89
424,96
425,86
426,75
427,52
428,39
429,100
430,97
431,101
432,100
433,91
434,61
435,44
436,92
437,97
438,93
439,95
440,89
441,59
442,34
443,95
444,105
445,73
446,18
447,43
448,27
449,89
450,105
451,107
452,94
453,98
454,107
455,59
456,39
457,93
458,123
459,131
460,103
461,116
462,45
463,45
464,45
465,55
466,36
467,62
468,53
469,89
470,102
471,100
472,92
473,88
474,99
475,123
476,76
477,48
478,118
479,113
480,103
481,101
482,96
483,71
484,69
485,103
486,93
487,97
488,101
489,110
490,79
491,80
491,80
