time,renshu
332,43
333,49
334,62
335,49
336,29
337,23
338,41
339,64
340,83
341,65
342,76
343,25
344,28
345,58
346,49
347,75
348,41
349,37
350,28
351,72
352,65
353,72
354,29
355,77
356,73
357,36
358,38
359,52
360,77
361,73
362,62
363,71
364,61
365,43
366,66
367,72
368,76
369,80
370,107
371,72
372,79
373,68
374,95
375,112
376,80
377,109
378,45
379,54
380,76
381,110
382,94
383,120
384,161
385,68
386,76
387,142
388,149
389,149
390,131
391,151
392,93
393,78
394,123
395,132
396,109
397,121
398,134
399,64
400,70
401,91
402,117
403,111
404,131
405,160
406,77
407,64
408,118
409,139
410,129
411,117
412,139
413,101
414,87
415,96
416,117
417,143
418,161
419,171
420,224
421,174
422,187
423,177
424,127
425,127
426,139
427,90
428,96
429,108
430,119
431,114
432,150
433,127
434,88
435,69
436,109
437,123
438,112
439,116
440,119
441,77
442,77
443,80
444,102
445,134
446,64
447,66
448,86
449,102
450,85
451,117
452,117
453,123
454,134
455,76
456,67
457,114
458,110
459,128
460,105
461,152
462,67
463,84
464,57
465,70
466,74
467,62
468,77
469,84
470,113
471,108
472,112
473,106
474,103
475,144
476,77
477,66
478,108
479,97
480,102
481,121
482,122
483,77
484,71
485,123
486,129
487,105
488,115
489,148
490,127
491,91
491,91
