time,renshu
173,3
174,18
175,35
176,14
177,24
178,16
179,17
180,21
181,21
182,28
183,34
184,14
185,18
186,9
187,35
188,33
189,28
190,25
191,22
192,23
193,24
194,25
195,28
196,48
197,37
198,17
199,15
200,21
201,19
202,34
203,38
204,43
205,21
206,14
207,27
208,19
209,26
210,43
211,33
212,22
213,17
214,14
215,27
216,30
217,32
218,42
219,28
220,29
221,23
222,23
223,39
224,43
225,16
226,39
227,45
228,44
229,42
230,38
231,34
232,31
233,29
234,16
235,21
236,30
237,26
238,34
239,28
240,29
241,16
242,14
243,30
244,31
245,44
246,47
247,23
248,15
249,27
250,19
251,37
252,65
253,47
254,23
255,45
256,22
257,29
258,34
259,67
260,92
261,35
262,20
263,32
264,31
265,40
266,77
267,48
268,38
269,25
270,30
271,34
272,48
273,54
274,62
275,27
276,25
277,24
278,30
279,54
280,85
281,49
282,52
283,39
284,28
285,31
286,52
287,72
288,59
289,43
290,34
291,31
292,40
293,57
294,89
295,69
296,41
297,43
298,40
299,53
300,38
301,72
302,72
303,24
304,28
305,25
306,36
307,56
308,76
309,71
310,51
311,30
312,26
313,37
314,64
315,71
316,72
317,46
318,26
319,31
320,31
321,47
322,50
323,49
324,30
325,36
326,31
327,29
328,44
329,105
330,54
331,51
332,38
333,34
334,31
335,52
336,68
337,80
338,33
339,34
340,59
341,30
342,45
343,54
344,91
345,22
346,39
347,62
348,77
349,73
350,72
351,33
352,37
353,31
354,44
355,45
356,40
357,94
358,84
359,47
360,42
361,61
362,52
363,86
364,212
365,109
366,48
367,53
368,72
369,49
370,80
371,92
372,104
373,58
374,60
375,44
376,44
377,94
378,126
379,106
380,75
381,67
382,68
383,57
384,69
385,90
386,95
387,56
388,56
389,55
390,67
391,64
392,86
393,81
394,43
395,75
396,58
397,67
398,69
399,68
400,95
401,63
402,47
403,51
404,72
405,81
406,87
407,115
408,52
409,100
410,68
411,93
412,89
413,117
414,96
415,83
416,88
417,87
418,82
419,97
420,112
421,99
422,68
423,86
424,73
425,55
426,66
427,99
428,98
429,54
430,60
431,59
432,51
433,75
434,101
435,99
436,57
437,57
438,44
439,45
440,59
441,79
442,84
443,26
444,34
445,48
446,102
447,97
448,67
449,51
450,32
451,40
452,70
453,55
454,81
455,95
456,98
457,41
458,50
459,54
460,54
461,136
462,174
463,137
464,156
465,128
466,131
467,111
468,127
469,66
470,60
471,62
472,58
473,51
474,50
475,67
476,136
477,99
478,47
479,40
480,26
481,46
482,61
483,104
484,104
485,60
486,31
487,49
488,46
489,73
490,126
491,118
491,118
