time,renshu
140,7
141,36
142,39
143,14
144,29
145,28
146,12
147,32
148,38
149,33
150,21
151,26
152,20
153,18
154,29
155,60
156,48
157,23
158,31
159,26
160,28
161,29
162,34
163,43
164,68
165,67
166,76
167,81
168,87
169,83
170,67
171,99
172,103
173,93
174,118
175,120
176,142
177,98
178,118
179,113
180,87
181,94
182,84
183,100
184,66
185,67
186,63
187,59
188,89
189,88
190,82
191,49
192,44
193,57
194,45
195,61
196,89
197,81
198,60
199,71
200,53
201,46
202,57
203,75
204,90
205,51
206,76
207,69
208,66
209,59
210,88
211,95
212,89
213,52
214,75
215,52
216,61
217,63
218,89
219,47
220,74
221,64
222,64
223,53
224,65
225,55
226,25
227,24
228,24
229,27
230,29
231,34
232,51
233,54
234,34
235,38
236,42
237,31
238,46
239,68
240,52
241,56
242,38
243,38
244,49
245,50
246,67
247,45
248,42
249,48
250,51
251,46
252,58
253,71
254,53
255,87
256,48
257,39
258,57
259,66
260,59
261,41
262,64
263,42
264,53
265,74
266,63
267,64
268,32
269,60
270,50
271,46
272,50
273,56
274,75
275,46
276,42
277,42
278,35
279,46
280,69
281,75
282,65
283,50
284,41
285,26
286,38
287,47
288,57
289,42
290,33
291,37
292,254
293,31
294,37
295,83
296,38
297,42
298,47
299,34
300,58
301,58
302,70
303,42
304,35
305,45
306,39
307,47
308,54
309,72
310,84
311,39
312,56
313,51
314,44
315,65
316,79
317,53
318,45
319,42
320,41
321,46
322,66
323,98
324,45
325,36
326,55
327,31
328,39
329,59
330,71
331,49
332,56
333,35
334,45
335,43
336,55
337,84
338,52
339,41
340,71
341,49
342,50
343,74
344,78
345,40
346,42
347,41
348,73
349,48
350,62
351,46
352,50
353,31
354,45
355,39
356,49
357,58
358,86
359,47
360,55
361,52
362,55
363,56
364,55
365,101
366,63
367,58
368,53
369,57
370,58
371,65
372,112
373,50
374,48
375,35
376,56
377,57
378,63
379,62
380,55
381,51
382,55
383,44
384,49
385,70
386,94
387,66
388,57
389,58
390,47
391,68
392,77
393,96
394,58
395,60
396,38
397,66
398,60
399,54
400,67
401,76
402,61
403,55
404,43
405,58
406,70
407,97
408,56
409,60
410,51
411,54
412,55
413,64
414,75
415,56
416,67
417,48
418,63
419,61
420,73
421,105
422,68
423,47
424,55
425,57
426,78
427,233
428,109
429,55
430,72
431,60
432,90
433,67
434,73
435,101
436,58
437,58
438,50
439,56
440,75
441,65
442,112
443,58
444,49
445,59
446,116
447,46
448,51
449,52
450,32
451,26
452,39
453,45
454,49
455,77
456,78
457,54
458,43
459,40
460,41
461,49
462,106
463,75
464,78
465,61
466,47
467,62
468,57
469,66
470,79
471,42
472,57
473,42
474,46
475,49
476,74
477,80
478,48
479,50
480,54
481,72
482,45
483,78
484,62
485,46
486,43
487,45
488,229
489,48
490,48
491,60
491,60
