time,renshu
153,12
154,12
155,20
156,13
157,13
158,9
159,12
160,6
161,13
162,11
163,8
164,28
165,11
166,31
167,14
168,69
169,43
170,17
171,28
172,27
173,13
174,30
175,32
176,21
177,24
178,19
179,17
180,13
181,36
182,26
183,32
184,34
185,26
186,36
187,28
188,4
189,15
190,19
191,20
192,3
193,19
194,25
195,30
196,33
197,23
198,25
199,20
200,20
201,20
202,39
203,20
204,14
205,27
206,22
207,27
208,25
209,29
210,14
211,18
212,14
213,30
214,27
215,34
216,40
217,28
218,21
219,27
220,40
221,24
222,21
223,34
224,23
225,4
226,9
227,16
228,10
229,14
230,18
231,16
232,15
233,24
234,21
235,26
236,25
237,28
238,27
239,9
240,27
241,21
242,34
243,22
244,30
245,27
246,32
247,21
248,28
249,30
250,38
251,45
252,36
253,38
254,41
255,31
256,40
257,46
258,47
259,35
260,50
261,29
262,30
263,42
264,68
265,194
266,143
267,88
268,49
269,54
270,75
271,56
272,210
273,172
274,107
275,48
276,63
277,71
278,83
279,195
280,187
281,76
282,62
283,66
284,61
285,77
286,229
287,186
288,91
289,61
290,75
291,87
292,88
293,189
294,168
295,101
296,79
297,84
298,107
299,87
300,228
301,172
302,73
303,103
304,84
305,85
306,91
307,221
308,177
309,64
310,67
311,84
312,66
313,79
314,220
315,201
316,68
317,66
318,101
319,71
320,75
321,106
322,87
323,60
324,70
325,73
326,58
327,74
328,98
329,99
330,48
331,51
332,70
333,72
334,57
335,118
336,102
337,90
338,72
339,51
340,90
341,75
342,111
343,101
344,65
345,91
346,63
347,113
348,72
349,67
350,82
351,90
352,67
353,72
354,70
355,87
356,108
357,98
358,77
359,61
360,87
361,84
362,100
363,102
364,85
365,73
366,60
367,81
368,99
369,131
370,126
371,114
372,100
373,110
374,114
375,157
376,105
377,150
378,112
379,98
380,118
381,123
382,150
383,123
384,131
385,114
386,118
387,115
388,94
389,92
390,106
391,142
392,115
393,84
394,96
395,140
396,143
397,125
398,157
399,125
400,116
401,135
402,153
403,149
404,168
405,196
406,169
407,119
408,137
409,154
410,139
411,173
412,152
413,130
414,140
415,144
416,156
417,156
418,138
419,233
420,163
421,128
422,170
423,176
424,216
425,234
426,251
427,216
428,203
429,208
430,228
431,228
432,198
433,253
434,200
435,192
436,174
437,186
438,178
439,183
440,221
441,218
442,182
443,164
444,177
445,213
446,145
447,159
448,165
449,156
450,173
451,146
452,175
453,166
454,232
455,254
456,198
457,168
458,169
459,204
460,181
461,231
462,173
463,169
464,174
465,99
466,158
467,111
468,117
469,127
470,193
471,158
472,196
473,187
474,231
475,250
476,183
477,145
478,146
479,158
480,186
481,190
482,217
483,201
484,203
485,168
486,182
487,183
488,144
489,205
490,167
491,151
491,151
