time,renshu
75,5
76,19
77,25
78,8
79,7
80,20
81,17
82,16
83,19
84,24
85,17
86,7
87,12
88,17
89,30
90,21
91,25
92,19
93,5
94,41
95,39
96,44
97,0
98,5
99,1
100,14
101,8
102,11
103,22
104,53
105,67
106,45
107,25
108,57
109,60
110,79
111,68
112,63
113,17
114,9
115,57
116,49
117,45
118,42
119,37
120,16
121,7
122,32
123,40
124,45
125,39
126,35
127,15
128,11
129,34
130,29
131,30
132,40
133,31
134,8
135,14
136,34
137,27
138,53
139,31
140,35
141,15
142,17
143,29
144,41
145,43
146,42
147,35
148,15
149,12
150,32
151,35
152,33
153,52
154,52
155,17
156,17
157,39
158,44
159,32
160,38
161,39
162,18
163,17
164,37
165,43
166,40
167,49
168,32
169,14
170,39
171,46
172,46
173,50
174,53
175,20
176,19
177,51
178,44
179,53
180,45
181,50
182,22
183,24
184,65
185,49
186,51
187,35
188,16
189,18
190,8
191,57
192,55
193,43
194,68
195,55
196,22
197,15
198,61
199,52
200,74
201,80
202,55
203,35
204,18
205,53
206,62
207,50
208,37
209,49
210,21
211,18
212,81
213,57
214,79
215,65
216,61
217,31
218,35
219,72
220,57
221,66
222,57
223,33
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,54
236,46
237,57
238,16
239,16
240,60
241,68
242,66
243,62
244,51
245,29
246,17
247,70
248,62
249,70
250,51
251,62
252,25
253,36
254,52
255,59
256,76
257,65
258,67
259,25
260,24
261,67
262,63
263,76
264,53
265,77
266,39
267,26
268,76
269,87
270,64
271,63
272,67
273,38
274,30
275,61
276,75
277,67
278,83
279,60
280,25
281,14
282,26
283,70
284,49
285,74
286,59
287,47
288,31
289,59
290,64
291,82
292,100
293,69
294,30
295,24
296,60
297,86
298,66
299,58
300,76
301,28
302,20
303,64
304,56
305,87
306,93
307,58
308,23
309,20
310,19
311,81
312,75
313,90
314,67
315,45
316,36
317,80
318,81
319,88
320,84
321,66
322,30
323,25
324,69
325,78
326,65
327,87
328,67
329,23
330,46
331,87
332,99
333,62
334,75
335,69
336,36
337,35
338,89
339,80
340,87
341,89
342,57
343,37
344,31
345,59
346,74
347,86
348,17
349,27
350,29
351,74
352,69
353,83
354,78
355,66
356,73
357,25
358,30
359,82
360,79
361,77
362,82
363,64
364,31
365,37
366,77
367,90
368,81
369,86
370,77
371,23
372,27
373,69
374,77
375,80
376,80
377,87
378,32
379,31
380,74
381,103
382,88
383,81
384,76
385,34
386,40
387,87
388,95
389,57
390,65
391,42
392,31
393,24
394,58
395,88
396,74
397,62
398,67
399,24
400,23
401,72
402,81
403,94
404,76
405,91
406,29
407,36
408,85
409,60
410,90
411,88
412,67
413,21
414,24
415,87
416,76
417,96
418,81
419,79
420,35
421,27
422,84
423,102
424,96
425,101
426,108
427,55
428,101
429,109
430,101
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,1
439,117
440,67
441,87
442,53
443,91
444,76
445,77
446,18
447,33
448,35
449,83
450,70
451,90
452,93
453,89
454,90
455,48
456,30
457,67
458,87
459,108
460,91
461,116
462,14
463,18
464,12
465,24
466,23
467,32
468,34
469,71
470,78
471,76
472,88
473,87
474,80
475,61
476,30
477,33
478,77
479,79
480,90
481,79
482,61
483,26
484,41
485,76
486,91
487,77
488,92
489,95
490,47
491,41
491,41
