time,renshu
148,19
149,14
150,16
151,20
152,26
153,29
154,10
155,42
156,18
157,12
158,5
159,15
160,22
161,25
162,16
163,27
164,66
165,60
166,48
167,61
168,79
169,44
170,46
171,11
172,40
173,29
174,34
175,33
176,22
177,22
178,38
179,44
180,36
181,55
182,45
183,57
184,58
185,37
186,50
187,50
188,44
189,36
190,48
191,43
192,30
193,26
194,31
195,33
196,44
197,27
198,38
199,44
200,35
201,37
202,52
203,30
204,34
205,28
206,45
207,36
208,42
209,37
210,37
211,50
212,47
213,56
214,41
215,57
216,36
217,47
218,45
219,38
220,50
221,57
222,49
223,66
224,75
225,52
226,82
227,49
228,40
229,47
230,42
231,53
232,37
233,54
234,48
235,52
236,44
237,50
238,45
239,46
240,60
241,48
242,36
243,42
244,51
245,51
246,34
247,67
248,23
249,41
250,33
251,39
252,35
253,35
254,40
255,42
256,34
257,38
258,48
259,31
260,44
261,48
262,30
263,46
264,40
265,40
266,41
267,40
268,36
269,42
270,54
271,43
272,58
273,46
274,64
275,62
276,54
277,56
278,54
279,73
280,50
281,47
282,55
283,42
284,40
285,55
286,30
287,46
288,71
289,56
290,55
291,61
292,53
293,53
294,51
295,65
296,53
297,36
298,54
299,50
300,44
301,9
302,7
303,12
304,27
305,34
306,54
307,60
308,62
309,58
310,54
311,45
312,60
313,60
314,78
315,42
316,59
317,46
318,74
319,74
320,56
321,61
322,61
323,67
324,94
325,61
326,72
327,51
328,72
329,72
330,82
331,72
332,67
333,59
334,54
335,52
336,68
337,61
338,73
339,64
340,64
341,68
342,89
343,76
344,77
345,61
346,64
347,77
348,78
349,73
350,76
351,82
352,80
353,60
354,73
355,73
356,81
357,74
358,70
359,76
360,95
361,104
362,98
363,104
364,73
365,106
366,90
367,71
368,108
369,91
370,76
371,61
372,88
373,101
374,74
375,103
376,83
377,66
378,83
379,89
380,112
381,71
382,100
383,90
384,105
385,82
386,85
387,94
388,65
389,85
390,88
391,96
392,104
393,80
394,104
395,92
396,104
397,89
398,89
399,94
400,95
401,90
402,81
403,101
404,89
405,119
406,73
407,94
408,103
409,94
410,74
411,100
412,98
413,100
414,92
415,88
416,114
417,116
418,103
419,115
420,113
421,104
422,102
423,96
424,102
425,103
426,88
427,82
428,99
429,102
430,86
431,101
432,97
433,129
434,92
435,116
436,95
437,94
438,79
439,101
440,93
441,85
442,110
443,90
444,109
445,130
446,107
447,71
448,96
449,120
450,96
451,89
452,48
453,128
454,92
455,114
456,119
457,117
458,108
459,79
460,95
461,85
462,92
463,79
464,93
465,74
466,96
467,108
468,85
469,89
470,97
471,96
472,73
473,77
474,97
475,105
476,101
477,99
478,93
479,103
480,99
481,73
482,101
483,93
484,98
485,85
486,88
487,102
488,96
489,81
490,89
491,100
491,100
