time,renshu
352,1
353,40
354,97
355,102
356,101
357,0
358,0
359,120
360,162
361,178
362,187
363,146
364,145
365,165
366,192
367,220
368,209
369,229
370,241
371,229
372,241
373,244
374,251
375,303
376,327
377,297
378,257
379,268
380,295
381,326
382,290
383,308
384,308
385,303
386,351
387,315
388,312
389,344
390,337
391,352
392,323
393,149
394,303
395,287
396,323
397,344
398,390
399,333
400,356
401,369
402,368
403,357
404,337
405,349
406,335
407,363
408,401
409,370
410,391
411,389
412,405
413,402
414,459
415,243
416,492
417,493
418,520
419,513
420,678
421,694
422,973
423,937
424,983
425,968
426,931
427,942
428,941
429,923
430,962
431,549
432,0
433,0
434,0
435,0
436,0
437,0
438,487
439,535
440,503
441,492
442,455
443,490
444,453
445,445
446,266
447,362
448,397
449,509
450,247
451,362
452,494
453,493
454,529
455,450
456,482
457,485
458,472
459,392
460,407
461,470
462,349
463,259
464,292
465,303
466,344
467,375
468,371
469,422
470,429
471,439
472,455
473,474
474,515
475,467
476,443
477,416
478,468
479,438
480,473
481,449
482,450
483,361
484,451
485,519
486,518
487,466
488,308
489,354
490,299
491,313
491,313
