time,renshu
97,18
98,10
99,24
100,16
101,25
102,33
103,24
104,13
105,37
106,50
107,122
108,40
109,34
110,36
111,18
112,36
113,54
114,52
115,18
116,31
117,31
118,19
119,38
120,64
121,62
122,32
123,24
124,21
125,25
126,32
127,73
128,34
129,18
130,25
131,16
132,22
133,28
134,38
135,37
136,21
137,16
138,29
139,19
140,37
141,49
142,49
143,10
144,22
145,17
146,28
147,19
148,41
149,29
150,21
151,24
152,17
153,20
154,24
155,63
156,59
157,19
158,19
159,18
160,29
161,26
162,41
163,61
164,16
165,28
166,16
167,21
168,29
169,61
170,25
171,25
172,22
173,25
174,49
175,67
176,74
177,22
178,24
179,24
180,34
181,43
182,72
183,67
184,36
185,28
186,5
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,39
201,43
202,58
203,89
204,70
205,40
206,46
207,32
208,34
209,39
210,63
211,99
212,36
213,42
214,30
215,38
216,30
217,67
218,58
219,29
220,27
221,24
222,28
223,25
224,34
225,12
226,34
227,17
228,30
229,43
230,23
231,35
232,64
233,43
234,38
235,38
236,28
237,51
238,68
239,58
240,31
241,32
242,24
243,29
244,28
245,57
246,54
247,22
248,24
249,18
250,24
251,35
252,49
253,43
254,24
255,24
256,32
257,37
258,52
259,58
260,62
261,21
262,44
263,30
264,18
265,42
266,51
267,59
268,26
269,34
270,33
271,39
272,46
273,70
274,64
275,38
276,29
277,34
278,28
279,40
280,41
281,54
282,55
283,27
284,28
285,21
286,44
287,60
288,62
289,20
290,32
291,29
292,27
293,42
294,85
295,86
296,34
297,44
298,26
299,47
300,50
301,45
302,44
303,41
304,22
305,38
306,35
307,75
308,94
309,84
310,46
311,46
312,61
313,29
314,60
315,72
316,79
317,31
318,32
319,45
320,38
321,24
322,89
323,62
324,27
325,37
326,55
327,38
328,44
329,79
330,70
331,41
332,37
333,37
334,34
335,39
336,84
337,91
338,41
339,53
340,41
341,27
342,36
343,112
344,99
345,47
346,45
347,73
348,78
349,85
350,74
351,25
352,43
353,64
354,30
355,47
356,48
357,73
358,66
359,40
360,60
361,63
362,60
363,46
364,75
365,90
366,49
367,36
368,42
369,62
370,67
371,80
372,95
373,54
374,56
375,48
376,64
377,79
378,78
379,112
380,70
381,79
382,70
383,55
384,65
385,84
386,106
387,45
388,58
389,61
390,67
391,82
392,120
393,108
394,66
395,70
396,41
397,50
398,72
399,103
400,94
401,42
402,46
403,50
404,32
405,67
406,98
407,116
408,58
409,73
410,58
411,61
412,76
413,104
414,148
415,67
416,66
417,59
418,51
419,61
420,108
421,108
422,61
423,65
424,69
425,60
426,71
427,97
428,97
429,64
430,54
431,55
432,49
433,71
434,72
435,72
436,71
437,56
438,75
439,57
440,59
441,106
442,66
443,50
444,36
445,60
446,60
447,97
448,87
449,77
450,52
451,46
452,58
453,48
454,75
455,111
456,143
457,57
458,57
459,30
460,57
461,103
462,169
463,135
464,91
465,106
466,106
467,92
468,106
469,78
470,67
471,75
472,62
473,64
474,49
475,56
476,143
477,140
478,51
479,41
480,45
481,57
482,59
483,83
484,132
485,53
486,51
487,41
488,46
489,76
490,120
491,137
491,137
