time,renshu
160,44
161,75
162,59
163,75
164,67
165,60
166,66
167,57
168,102
169,66
170,66
171,76
172,57
173,46
174,82
175,130
176,99
177,49
178,39
179,43
180,52
181,62
182,82
183,106
184,53
185,35
186,45
187,91
188,96
189,64
190,59
191,33
192,42
193,46
194,49
195,45
196,68
197,69
198,38
199,36
200,43
201,38
202,71
203,72
204,87
205,46
206,53
207,37
208,40
209,35
210,73
211,54
212,53
213,53
214,45
215,53
216,72
217,78
218,69
219,55
220,51
221,63
222,93
223,70
224,87
225,27
226,30
227,35
228,22
229,30
230,37
231,49
232,65
233,56
234,36
235,61
236,33
237,43
238,64
239,62
240,24
241,38
242,36
243,29
244,37
245,68
246,58
247,32
248,41
249,33
250,35
251,42
252,65
253,76
254,48
255,52
256,47
257,51
258,55
259,72
260,73
261,46
262,48
263,58
264,43
265,67
266,77
267,72
268,53
269,63
270,44
271,36
272,64
273,82
274,88
275,59
276,51
277,55
278,51
279,58
280,80
281,55
282,64
283,51
284,45
285,39
286,46
287,60
288,69
289,49
290,49
291,54
292,52
293,61
294,72
295,85
296,54
297,53
298,47
299,57
300,56
301,73
302,78
303,53
304,46
305,44
306,67
307,52
308,72
309,93
310,75
311,59
312,39
313,39
314,52
315,87
316,94
317,31
318,31
319,33
320,34
321,53
322,56
323,84
324,58
325,34
326,48
327,42
328,52
329,112
330,90
331,35
332,46
333,42
334,42
335,58
336,90
337,78
338,49
339,50
340,66
341,46
342,49
343,83
344,73
345,54
346,39
347,49
348,75
349,61
350,73
351,57
352,48
353,37
354,50
355,52
356,59
357,77
358,93
359,51
360,55
361,50
362,72
363,79
364,104
365,94
366,58
367,47
368,48
369,58
370,85
371,96
372,118
373,62
374,75
375,57
376,46
377,78
378,103
379,90
380,63
381,53
382,73
383,72
384,77
385,95
386,70
387,56
388,76
389,69
390,65
391,86
392,85
393,79
394,56
395,55
396,55
397,62
398,74
399,87
400,84
401,69
402,73
403,83
404,78
405,83
406,93
407,108
408,74
409,121
410,76
411,59
412,74
413,77
414,96
415,75
416,72
417,81
418,59
419,80
420,103
421,94
422,64
423,80
424,84
425,82
426,86
427,84
428,80
429,68
430,67
431,65
432,53
433,55
434,57
435,53
436,92
437,69
438,63
439,68
440,51
441,66
442,58
443,62
444,59
445,49
446,80
447,89
448,77
449,72
450,53
451,59
452,55
453,55
454,63
455,93
456,90
457,49
458,56
459,52
460,63
461,87
462,132
463,127
464,101
465,114
466,82
467,86
468,78
469,67
470,67
471,54
472,67
473,55
474,68
475,82
476,99
477,99
478,54
479,63
480,57
481,68
482,88
483,82
484,124
485,57
486,75
487,63
488,52
489,76
490,98
491,105
491,105
