time,renshu
283,21
284,21
285,9
286,17
287,12
288,17
289,18
290,19
291,19
292,15
293,18
294,15
295,21
296,31
297,14
298,16
299,17
300,17
301,13
302,16
303,29
304,23
305,23
306,21
307,17
308,15
309,20
310,22
311,24
312,30
313,16
314,22
315,21
316,26
317,24
318,30
319,25
320,18
321,39
322,26
323,25
324,20
325,34
326,28
327,24
328,0
329,0
330,115
331,98
332,97
333,101
334,105
335,124
336,105
337,124
338,109
339,84
340,81
341,103
342,96
343,111
344,104
345,115
346,124
347,139
348,131
349,100
350,102
351,125
352,116
353,120
354,111
355,113
356,114
357,135
358,114
359,110
360,88
361,94
362,135
363,121
364,123
365,121
366,127
367,117
368,114
369,99
370,115
371,139
372,130
373,158
374,147
375,142
376,143
377,168
378,129
379,138
380,126
381,155
382,130
383,149
384,117
385,117
386,153
387,137
388,130
389,152
390,157
391,144
392,140
393,189
394,167
395,161
396,154
397,151
398,160
399,162
400,152
401,138
402,184
403,122
404,144
405,133
406,166
407,151
408,175
409,171
410,183
411,164
412,197
413,184
414,218
415,191
416,162
417,181
418,202
419,187
420,189
421,184
422,170
423,194
424,184
425,200
426,182
427,164
428,180
429,131
430,200
431,174
432,173
433,192
434,186
435,208
436,186
437,170
438,188
439,160
440,151
441,156
442,162
443,177
444,144
445,158
446,190
447,169
448,143
449,187
450,169
451,191
452,172
453,183
454,150
455,197
456,192
457,158
458,157
459,154
460,169
461,207
462,193
463,197
464,179
465,166
466,174
467,134
468,195
469,175
470,197
471,184
472,177
473,204
474,189
475,209
476,194
477,236
478,185
479,177
480,189
481,163
482,178
483,210
484,246
485,168
486,206
487,203
488,201
489,179
490,214
491,184
491,184
