time,renshu
198,1
199,22
200,35
201,41
202,47
203,69
204,70
205,38
206,35
207,46
208,46
209,48
210,24
211,67
212,49
213,31
214,48
215,34
216,44
217,20
218,25
219,72
220,21
221,34
222,65
223,64
224,57
225,21
226,4
227,19
228,17
229,28
230,9
231,22
232,5
233,44
234,38
235,35
236,44
237,40
238,43
239,21
240,14
241,27
242,25
243,40
244,27
245,1
246,0
247,33
248,44
249,23
250,37
251,41
252,0
253,0
254,40
255,31
256,34
257,0
258,0
259,5
260,7
261,0
262,0
263,0
264,22
265,35
266,3
267,0
268,30
269,40
270,43
271,23
272,30
273,15
274,5
275,22
276,28
277,32
278,21
279,16
280,8
281,6
282,8
283,24
284,32
285,40
286,18
287,2
288,7
289,15
290,27
291,26
292,37
293,37
294,8
295,0
296,23
297,30
298,28
299,48
300,58
301,6
302,2
303,29
304,30
305,62
306,42
307,47
308,3
309,5
310,10
311,40
312,68
313,44
314,24
315,8
316,2
317,41
318,51
319,48
320,58
321,49
322,27
323,18
324,39
325,64
326,47
327,52
328,47
329,25
330,28
331,46
332,47
333,59
334,61
335,43
336,17
337,3
338,37
339,44
340,44
341,43
342,14
343,14
344,4
345,42
346,45
347,53
348,10
349,7
350,7
351,35
352,51
353,56
354,7
355,16
356,13
357,62
358,104
359,66
360,77
361,62
362,84
363,104
364,138
365,106
366,61
367,51
368,68
369,72
370,93
371,118
372,120
373,94
374,76
375,74
376,80
377,118
378,152
379,153
380,72
381,105
382,84
383,76
384,121
385,157
386,148
387,91
388,90
389,109
390,100
391,114
392,156
393,155
394,90
395,94
396,84
397,77
398,96
399,160
400,156
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,108
415,85
416,104
417,121
418,114
419,166
420,214
421,201
422,106
423,140
424,92
425,111
426,149
427,175
428,188
429,103
430,103
431,112
432,91
433,118
434,185
435,192
436,98
437,103
438,83
439,98
440,115
441,182
442,169
443,88
444,83
445,119
446,153
447,185
448,177
449,130
450,93
451,109
452,92
453,114
454,152
455,199
456,154
457,100
458,87
459,89
460,114
461,177
462,219
463,175
464,154
465,154
466,188
467,187
468,198
469,44
470,113
471,93
472,100
473,107
474,86
475,163
476,234
477,187
478,93
479,95
480,99
481,87
482,114
483,188
484,223
485,108
486,97
487,101
488,100
489,128
490,207
491,218
491,218
