time,renshu
366,21
367,62
368,75
369,70
370,69
371,55
372,54
373,88
374,48
375,74
376,67
377,65
378,70
379,62
380,65
381,80
382,79
383,61
384,85
385,67
386,67
387,64
388,66
389,73
390,77
391,75
392,71
393,78
394,83
395,75
396,81
397,67
398,74
399,76
400,56
401,56
402,53
403,61
404,22
405,63
406,83
407,78
408,67
409,53
410,66
411,72
412,63
413,86
414,66
415,80
416,89
417,89
418,75
419,98
420,81
421,82
422,58
423,90
424,77
425,65
426,85
427,87
428,70
429,96
430,82
431,88
432,82
433,86
434,101
435,100
436,76
437,71
438,61
439,68
440,78
441,90
442,76
443,70
444,64
445,59
446,51
447,67
448,65
449,49
450,59
451,67
452,70
453,82
454,65
455,70
456,67
457,75
458,61
459,49
460,56
461,59
462,64
463,48
464,57
465,53
466,42
467,56
468,50
469,56
470,61
471,37
472,81
473,66
474,66
475,58
476,75
477,55
478,58
479,72
480,51
481,65
482,60
483,41
484,69
485,61
486,59
487,52
488,60
489,62
490,60
491,77
491,77
