time,renshu
143,21
144,31
145,30
146,23
147,40
148,25
149,24
150,38
151,13
152,28
153,30
154,30
155,36
156,38
157,27
158,37
159,39
160,42
161,46
162,33
163,48
164,49
165,38
166,42
167,37
168,54
169,33
170,37
171,34
172,50
173,43
174,47
175,45
176,47
177,46
178,47
179,36
180,51
181,51
182,45
183,46
184,32
185,53
186,39
187,45
188,46
189,45
190,46
191,44
192,31
193,39
194,46
195,36
196,64
197,54
198,37
199,45
200,37
201,54
202,61
203,17
204,26
205,37
206,38
207,55
208,47
209,42
210,46
211,36
212,47
213,54
214,56
215,69
216,58
217,35
218,40
219,53
220,44
221,43
222,44
223,53
224,21
225,23
226,16
227,15
228,26
229,29
230,32
231,29
232,27
233,22
234,39
235,44
236,47
237,42
238,45
239,51
240,48
241,49
242,50
243,53
244,56
245,61
246,45
247,53
248,41
249,48
250,62
251,69
252,64
253,40
254,54
255,35
256,27
257,35
258,53
259,53
260,44
261,42
262,31
263,49
264,71
265,74
266,60
267,74
268,53
269,53
270,50
271,49
272,60
273,51
274,63
275,72
276,77
277,68
278,62
279,65
280,69
281,55
282,64
283,45
284,62
285,53
286,83
287,78
288,69
289,57
290,62
291,70
292,86
293,72
294,38
295,71
296,66
297,62
298,67
299,95
300,80
301,61
302,62
303,75
304,76
305,74
306,80
307,94
308,77
309,76
310,64
311,76
312,92
313,95
314,102
315,82
316,43
317,62
318,74
319,104
320,96
321,86
322,64
323,38
324,87
325,80
326,69
327,79
328,76
329,54
330,79
331,98
332,78
333,76
334,79
335,90
336,86
337,90
338,82
339,73
340,64
341,78
342,72
343,101
344,67
345,76
346,76
347,81
348,89
349,78
350,104
351,72
352,96
353,100
354,70
355,82
356,95
357,119
358,115
359,86
360,111
361,64
362,102
363,117
364,91
365,100
366,79
367,78
368,95
369,102
370,121
371,100
372,98
373,120
374,91
375,120
376,89
377,109
378,118
379,78
380,105
381,118
382,111
383,87
384,106
385,122
386,107
387,112
388,104
389,107
390,126
391,130
392,128
393,139
394,126
395,127
396,149
397,129
398,145
399,161
400,92
401,141
402,139
403,113
404,68
405,149
406,126
407,147
408,111
409,118
410,138
411,127
412,133
413,131
414,106
415,127
416,126
417,117
418,133
419,133
420,150
421,116
422,139
423,118
424,110
425,101
426,109
427,118
428,133
429,128
430,120
431,113
432,135
433,137
434,156
435,127
436,112
437,103
438,87
439,110
440,133
441,137
442,99
443,119
444,126
445,110
446,66
447,66
448,105
449,114
450,115
451,138
452,114
453,110
454,102
455,156
456,125
457,109
458,121
459,103
460,83
461,140
462,137
463,70
464,76
465,91
466,101
467,95
468,96
469,102
470,88
471,114
472,103
473,113
474,131
475,121
476,126
477,112
478,132
479,147
480,119
481,102
482,108
483,112
484,164
485,124
486,110
487,100
488,96
489,110
490,105
491,91
491,91
