time,renshu
301,16
302,14
303,42
304,36
305,35
306,34
307,22
308,0
309,0
310,0
311,24
312,38
313,37
314,36
315,21
316,25
317,59
318,88
319,101
320,103
321,85
322,75
323,57
324,129
325,99
326,100
327,98
328,89
329,56
330,31
331,78
332,71
333,79
334,48
335,74
336,33
337,44
338,48
339,45
340,65
341,69
342,43
343,41
344,38
345,66
346,66
347,76
348,30
349,20
350,32
351,64
352,76
353,90
354,96
355,65
356,59
357,57
358,40
359,48
360,56
361,62
362,77
363,77
364,60
365,49
366,72
367,67
368,60
369,47
370,50
371,10
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,7
437,7
438,24
439,8
440,15
441,15
442,29
443,33
444,15
445,33
446,16
447,26
448,39
449,45
450,51
451,80
452,78
453,83
454,77
455,61
456,71
457,107
458,101
459,94
460,68
461,59
462,17
463,4
464,0
465,0
466,0
467,3
468,8
469,56
470,70
471,64
472,75
473,227
474,336
475,256
476,217
477,359
478,383
479,382
480,253
481,279
482,174
483,244
484,229
485,238
486,256
487,180
488,174
489,164
490,130
491,194
491,194
