time,renshu
106,21
107,56
108,79
109,60
110,68
111,81
112,113
113,127
114,111
115,74
116,93
117,77
118,103
119,118
120,176
121,47
122,102
123,100
124,99
125,98
126,95
127,121
128,120
129,116
130,134
131,169
132,145
133,170
134,161
135,165
136,140
137,140
138,163
139,173
140,218
141,247
142,288
143,230
144,237
145,218
146,222
147,274
148,241
149,288
150,246
151,207
152,275
153,308
154,341
155,366
156,350
157,272
158,8
159,0
160,0
161,0
162,91
163,114
164,201
165,177
166,155
167,192
168,250
169,116
170,77
171,90
172,101
173,95
174,95
175,121
176,120
177,76
178,83
179,78
180,103
181,108
182,107
183,85
184,76
185,65
186,72
187,88
188,93
189,66
190,91
191,84
192,71
193,66
194,55
195,95
196,124
197,98
198,70
199,63
200,126
201,68
202,82
203,70
204,76
205,62
206,88
207,76
208,76
209,95
210,135
211,122
212,96
213,87
214,73
215,74
216,103
217,0
218,75
219,94
220,75
221,81
222,91
223,94
224,88
225,89
226,82
227,82
228,74
229,75
230,86
231,103
232,114
233,112
234,89
235,81
236,103
237,89
238,98
239,76
240,100
241,71
242,92
243,67
244,106
245,89
246,107
247,69
248,68
249,71
250,66
251,91
252,81
253,101
254,72
255,66
256,61
257,69
258,93
259,82
260,96
261,82
262,72
263,69
264,52
265,52
266,61
267,88
268,133
269,126
270,99
271,72
272,192
273,206
274,194
275,71
276,58
277,80
278,50
279,100
280,122
281,89
282,76
283,69
284,48
285,71
286,82
287,108
288,91
289,71
290,67
291,84
292,65
293,84
294,96
295,97
296,48
297,54
298,67
299,56
300,71
301,93
302,73
303,59
304,58
305,75
306,70
307,85
308,83
309,90
310,80
311,65
312,61
313,62
314,109
315,93
316,106
317,78
318,88
319,63
320,67
321,88
322,81
323,87
324,71
325,62
326,65
327,57
328,79
329,91
330,68
331,81
332,75
333,51
334,64
335,80
336,127
337,98
338,79
339,66
340,23
341,65
342,78
343,93
344,82
345,68
346,99
347,91
348,85
349,76
350,102
351,56
352,69
353,66
354,102
355,74
356,69
357,65
358,80
359,69
360,77
361,58
362,75
363,69
364,76
365,76
366,63
367,71
368,73
369,41
370,73
371,83
372,98
373,63
374,92
375,84
376,82
377,95
378,102
379,100
380,50
381,83
382,87
383,62
384,83
385,74
386,85
387,52
388,77
389,75
390,82
391,79
392,79
393,84
394,60
395,66
396,74
397,65
398,74
399,80
400,76
401,59
402,74
403,165
404,137
405,193
406,70
407,75
408,70
409,94
410,49
411,84
412,83
413,74
414,90
415,70
416,54
417,66
418,68
419,93
420,86
421,66
422,83
423,67
424,59
425,77
426,84
427,71
428,84
429,64
430,55
431,84
432,67
433,88
434,74
435,74
436,56
437,66
438,64
439,73
440,65
441,69
442,79
443,26
444,30
445,62
446,74
447,37
448,59
449,55
450,44
451,50
452,64
453,52
454,86
455,81
456,89
457,50
458,64
459,67
460,66
461,85
462,92
463,80
464,91
465,85
466,71
467,81
468,75
469,45
470,70
471,65
472,59
473,53
474,60
475,61
476,54
477,79
478,53
479,58
480,53
481,54
482,70
483,82
484,83
485,50
486,48
487,58
488,44
489,64
490,75
491,81
491,81
