time,renshu
138,48
139,118
140,124
141,202
142,176
143,104
144,113
145,83
146,102
147,0
148,0
149,0
150,0
151,0
152,0
153,58
154,125
155,306
156,202
157,113
158,108
159,128
160,120
161,159
162,209
163,240
164,142
165,154
166,151
167,188
168,289
169,290
170,138
171,148
172,155
173,190
174,194
175,294
176,306
177,170
178,223
179,192
180,181
181,179
182,308
183,283
184,175
185,175
186,170
187,211
188,272
189,269
190,229
191,136
192,183
193,163
194,119
195,266
196,353
197,351
198,158
199,142
200,143
201,165
202,157
203,272
204,289
205,153
206,194
207,140
208,151
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,238
218,333
219,241
220,234
221,213
222,291
223,294
224,314
225,253
226,135
227,170
228,159
229,180
230,197
231,226
232,237
233,206
234,233
235,226
236,202
237,216
238,334
239,331
240,352
241,192
242,219
243,211
244,185
245,288
246,291
247,192
248,201
249,225
250,192
251,307
252,397
253,327
254,234
255,252
256,200
257,211
258,237
259,335
260,323
261,237
262,200
263,235
264,243
265,271
266,255
267,276
268,160
269,148
270,142
271,207
272,211
273,341
274,344
275,189
276,147
277,173
278,191
279,230
280,304
281,307
282,245
283,170
284,179
285,214
286,185
287,347
288,405
289,223
290,223
291,201
292,214
293,225
294,396
295,408
296,215
297,142
298,194
299,193
300,201
301,298
302,315
303,191
304,187
305,184
306,206
307,268
308,276
309,251
310,256
311,238
312,173
313,219
314,237
315,299
316,307
317,199
318,165
319,192
320,185
321,197
322,271
323,303
324,202
325,176
326,183
327,193
328,249
329,331
330,344
331,170
332,182
333,189
334,206
335,160
336,277
337,300
338,223
339,188
340,191
341,140
342,202
343,280
344,253
345,222
346,200
347,243
348,311
349,257
350,265
351,215
352,181
353,186
354,190
355,193
356,207
357,300
358,296
359,191
360,224
361,246
362,191
363,220
364,343
365,339
366,205
367,203
368,221
369,218
370,248
371,361
372,341
373,274
374,251
375,265
376,248
377,273
378,392
379,368
380,263
381,228
382,253
383,211
384,279
385,379
386,355
387,247
388,210
389,229
390,290
391,286
392,437
393,433
394,299
395,275
396,246
397,276
398,265
399,434
400,478
401,311
402,313
403,320
404,307
405,367
406,432
407,454
408,350
409,315
410,316
411,310
412,320
413,458
414,539
415,322
416,290
417,286
418,302
419,498
420,689
421,605
422,368
423,306
424,304
425,349
426,358
427,492
428,502
429,370
430,341
431,360
432,311
433,309
434,471
435,503
436,320
437,318
438,260
439,322
440,353
441,493
442,522
443,311
444,290
445,385
446,475
447,378
448,403
449,313
450,287
451,292
452,269
453,271
454,295
455,416
456,431
457,308
458,269
459,266
460,256
461,393
462,380
463,301
464,254
465,227
466,318
467,258
468,392
469,323
470,325
471,282
472,269
473,263
474,274
475,275
476,407
477,420
478,278
479,255
480,237
481,243
482,275
483,440
484,471
485,269
486,280
487,328
488,201
489,337
490,465
491,418
491,418
