time,renshu
337,3
338,24
339,15
340,20
341,16
342,21
343,47
344,47
345,24
346,28
347,33
348,44
349,30
350,26
351,34
352,17
353,18
354,20
355,38
356,32
357,36
358,52
359,36
360,31
361,51
362,40
363,43
364,40
365,41
366,43
367,32
368,33
369,48
370,49
371,48
372,45
373,37
374,42
375,45
376,47
377,38
378,63
379,55
380,44
381,49
382,49
383,62
384,48
385,70
386,64
387,67
388,50
389,56
390,62
391,55
392,64
393,74
394,54
395,56
396,54
397,67
398,56
399,76
400,64
401,66
402,54
403,53
404,0
405,0
406,73
407,88
408,66
409,72
410,79
411,77
412,52
413,73
414,77
415,71
416,75
417,69
418,60
419,80
420,68
421,83
422,71
423,71
424,59
425,75
426,63
427,86
428,98
429,66
430,65
431,66
432,72
433,79
434,85
435,95
436,78
437,71
438,59
439,62
440,70
441,80
442,75
443,55
444,53
445,67
446,74
447,54
448,68
449,47
450,53
451,58
452,63
453,56
454,62
455,79
456,63
457,53
458,52
459,42
460,55
461,57
462,91
463,79
464,76
465,68
466,71
467,62
468,51
469,58
470,73
471,48
472,53
473,58
474,72
475,65
476,66
477,99
478,68
479,46
480,70
481,71
482,58
483,63
484,78
485,63
486,68
487,70
488,77
489,67
490,73
491,85
491,85
