time,renshu
14,1
15,0
16,0
17,3
18,4
19,6
20,17
21,19
22,40
23,36
24,35
25,23
26,35
27,37
28,52
29,57
30,43
31,45
32,50
33,43
34,35
35,52
36,52
37,53
38,42
39,52
40,39
41,42
42,54
43,79
44,89
45,67
46,73
47,100
48,76
49,96
50,124
51,125
52,62
53,55
54,87
55,77
56,84
57,114
58,103
59,70
60,80
61,66
62,93
63,66
64,104
65,102
66,72
67,54
68,64
69,73
70,96
71,76
72,38
73,58
74,63
75,99
76,58
77,57
78,103
79,105
80,23
81,15
82,19
83,19
84,20
85,20
86,29
87,24
88,17
89,25
90,20
91,26
92,32
93,32
94,38
95,31
96,41
97,55
98,45
99,29
100,46
101,56
102,52
103,32
104,29
105,23
106,20
107,29
108,38
109,25
110,50
111,36
112,68
113,80
114,82
115,34
116,53
117,32
118,48
119,65
120,70
121,71
122,42
123,40
124,34
125,32
126,48
127,61
128,66
129,61
130,70
131,86
132,51
133,75
134,97
135,97
136,84
137,61
138,94
139,77
140,82
141,144
142,165
143,19
144,29
145,41
146,25
147,39
148,24
149,41
150,26
151,30
152,36
153,27
154,29
155,61
156,41
157,21
158,33
159,35
160,33
161,33
162,51
163,42
164,15
165,24
166,28
167,34
168,33
169,59
170,21
171,28
172,31
173,40
174,33
175,47
176,38
177,29
178,20
179,27
180,39
181,22
182,18
183,40
184,36
185,30
186,28
187,52
188,46
189,39
190,34
191,12
192,24
193,21
194,23
195,27
196,44
197,28
198,28
199,27
200,33
201,38
202,39
203,43
204,34
205,41
206,31
207,48
208,40
209,44
210,42
211,42
212,64
213,50
214,47
215,60
216,56
217,143
218,183
219,95
220,131
221,158
222,154
223,196
224,209
225,84
226,204
227,236
228,187
229,182
230,184
231,118
232,189
233,142
234,146
235,136
236,124
237,131
238,185
239,148
240,115
241,115
242,125
243,100
244,96
245,210
246,159
247,83
248,62
249,56
250,52
251,68
252,94
253,72
254,20
255,24
256,12
257,17
258,27
259,94
260,84
261,39
262,36
263,33
264,33
265,58
266,80
267,57
268,42
269,30
270,39
271,40
272,45
273,93
274,60
275,58
276,67
277,86
278,66
279,83
280,138
281,158
282,65
283,50
284,70
285,48
286,80
287,126
288,95
289,46
290,71
291,75
292,69
293,88
294,96
295,100
296,57
297,57
298,56
299,58
300,94
301,109
302,124
303,59
304,81
305,70
306,50
307,89
308,101
309,95
310,93
311,46
312,69
313,53
314,87
315,141
316,115
317,56
318,77
319,65
320,58
321,94
322,95
323,113
324,111
325,102
326,128
327,124
328,187
329,246
330,242
331,57
332,79
333,84
334,86
335,92
336,143
337,130
338,71
339,93
340,125
341,84
342,85
343,147
344,125
345,66
346,98
347,113
348,122
349,128
350,108
351,93
352,68
353,60
354,82
355,84
356,81
357,123
358,121
359,146
360,134
361,121
362,152
363,183
364,223
365,268
366,81
367,90
368,101
369,84
370,104
371,163
372,132
373,107
374,110
375,76
376,105
377,120
378,158
379,163
380,119
381,107
382,128
383,89
384,120
385,145
386,110
387,117
388,81
389,77
390,98
391,105
392,110
393,132
394,110
395,92
396,92
397,89
398,86
399,126
400,110
401,116
402,104
403,104
404,96
405,124
406,149
407,125
408,95
409,461
410,326
411,349
412,417
413,455
414,344
415,163
416,145
417,121
418,114
419,130
420,148
421,166
422,107
423,166
424,118
425,98
426,134
427,186
428,176
429,95
430,105
431,102
432,92
433,108
434,135
435,146
436,89
437,89
438,94
439,95
440,110
441,130
442,143
443,87
444,104
445,114
446,117
447,122
448,106
449,82
450,86
451,84
452,85
453,82
454,103
455,143
456,112
457,78
458,89
459,87
460,87
461,110
462,130
463,124
464,117
465,100
466,114
467,113
468,108
469,102
470,76
471,88
472,85
473,91
474,109
475,119
476,137
477,139
478,85
479,85
480,93
481,89
482,102
483,156
484,101
485,78
486,73
487,101
488,95
489,68
490,124
491,124
491,124
