time,renshu
258,44
259,55
260,34
261,43
262,48
263,50
264,60
265,60
266,47
267,38
268,39
269,67
270,42
271,78
272,88
273,49
274,52
275,53
276,67
277,53
278,73
279,72
280,39
281,35
282,50
283,58
284,43
285,54
286,68
287,55
288,43
289,48
290,71
291,56
292,64
293,81
294,49
295,46
296,65
297,62
298,53
299,66
300,74
301,50
302,32
303,72
304,56
305,59
306,63
307,66
308,38
309,27
310,30
311,43
312,52
313,48
314,64
315,33
316,48
317,60
318,56
319,77
320,49
321,62
322,58
323,32
324,62
325,54
326,50
327,56
328,65
329,48
330,51
331,66
332,55
333,64
334,59
335,85
336,43
337,38
338,52
339,60
340,74
341,59
342,67
343,74
344,41
345,65
346,65
347,67
348,47
349,40
350,51
351,47
352,72
353,57
354,58
355,74
356,87
357,44
358,52
359,47
360,62
361,67
362,62
363,68
364,59
365,58
366,75
367,63
368,66
369,76
370,83
371,55
372,53
373,67
374,67
375,67
376,51
377,75
378,51
379,42
380,74
381,93
382,83
383,74
384,71
385,57
386,48
387,88
388,68
389,78
390,86
391,83
392,53
393,42
394,64
395,67
396,64
397,81
398,78
399,73
400,49
401,99
402,84
403,92
404,94
405,103
406,80
407,53
408,97
409,86
410,87
411,86
412,109
413,45
414,69
415,90
416,96
417,101
418,116
419,98
420,69
421,50
422,82
423,114
424,91
425,83
426,99
427,60
428,69
429,90
430,100
431,88
432,101
433,88
434,84
435,68
436,78
437,74
438,85
439,97
440,101
441,61
442,43
443,75
444,91
445,88
446,37
447,43
448,65
449,80
450,83
451,102
452,98
453,94
454,88
455,65
456,69
457,74
458,88
459,72
460,75
461,77
462,64
463,71
464,55
465,43
466,54
467,68
468,62
469,73
470,77
471,94
472,102
473,89
474,79
475,105
476,83
477,67
478,69
479,79
480,81
481,85
482,94
483,74
484,56
485,88
486,92
487,88
488,99
489,102
490,75
491,99
491,99
