time,renshu
143,84
144,139
145,123
146,132
147,117
148,56
149,45
150,108
151,106
152,119
153,123
154,115
155,66
156,46
157,122
158,138
159,129
160,135
161,126
162,49
163,46
164,165
165,173
166,194
167,206
168,239
169,56
170,187
171,156
172,149
173,160
174,156
175,108
176,68
177,168
178,174
179,186
180,206
181,189
182,84
183,52
184,179
185,186
186,181
187,164
188,38
189,70
190,60
191,157
192,184
193,201
194,238
195,242
196,117
197,88
198,223
199,230
200,235
201,249
202,222
203,126
204,84
205,240
206,205
207,228
208,242
209,259
210,0
211,0
212,2
213,222
214,216
215,227
216,209
217,88
218,73
219,173
220,225
221,195
222,179
223,142
224,91
225,18
226,16
227,17
228,10
229,17
230,18
231,46
232,103
233,121
234,137
235,139
236,134
237,162
238,81
239,44
240,151
241,154
242,163
243,171
244,136
245,60
246,66
247,148
248,174
249,184
250,202
251,184
252,92
253,70
254,197
255,174
256,186
257,196
258,200
259,101
260,67
261,142
262,191
263,190
264,194
265,166
266,84
267,63
268,206
269,173
270,165
271,186
272,215
273,101
274,93
275,225
276,138
277,210
278,214
279,218
280,0
281,0
282,0
283,169
284,187
285,195
286,219
287,110
288,76
289,201
290,184
291,208
292,271
293,261
294,107
295,78
296,231
297,210
298,223
299,258
300,232
301,108
302,87
303,257
304,213
305,236
306,240
307,243
308,56
309,35
310,63
311,234
312,245
313,246
314,273
315,135
316,93
317,256
318,221
319,275
320,258
321,324
322,121
323,106
324,261
325,227
326,303
327,245
328,299
329,146
330,132
331,349
332,234
333,218
334,320
335,260
336,117
337,110
338,316
339,276
340,276
341,363
342,345
343,146
344,103
345,274
346,302
347,282
348,0
349,51
350,70
351,217
352,256
353,215
354,267
355,286
356,284
357,125
358,121
359,286
360,229
361,280
362,296
363,332
364,149
365,140
366,268
367,261
368,241
369,228
370,240
371,150
372,132
373,291
374,247
375,280
376,306
377,340
378,193
379,159
380,303
381,180
382,304
383,308
384,311
385,168
386,140
387,290
388,294
389,300
390,277
391,338
392,154
393,154
394,311
395,334
396,337
397,335
398,360
399,193
400,159
401,408
402,106
403,331
404,349
405,396
406,212
407,202
408,373
409,356
410,363
411,336
412,383
413,204
414,121
415,523
416,491
417,403
418,405
419,505
420,246
421,158
422,402
423,419
424,388
425,413
426,462
427,188
428,130
429,362
430,391
431,367
432,363
433,455
434,162
435,133
436,317
437,305
438,295
439,335
440,303
441,152
442,115
443,328
444,312
445,309
446,114
447,100
448,99
449,267
450,276
451,241
452,298
453,299
454,290
455,194
456,134
457,264
458,285
459,311
460,290
461,241
462,130
463,279
464,136
465,118
466,115
467,123
468,131
469,247
470,287
471,248
472,264
473,240
474,248
475,274
476,141
477,118
478,288
479,283
480,293
481,315
482,273
483,151
484,140
485,284
486,351
487,298
488,285
489,319
490,166
491,112
491,112
