time,renshu
116,23
117,27
118,31
119,56
120,32
121,51
122,60
123,63
124,64
125,60
126,40
127,15
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,1
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,1
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,1
267,0
268,24
269,26
270,23
271,32
272,37
273,44
274,46
275,15
276,0
277,0
278,56
279,57
280,14
281,29
282,22
283,36
284,51
285,62
286,70
287,77
288,51
289,60
290,31
291,63
292,60
293,69
294,39
295,51
296,51
297,60
298,56
299,75
300,87
301,68
302,79
303,69
304,37
305,63
306,82
307,48
308,48
309,51
310,32
311,52
312,77
313,96
314,59
315,70
316,53
317,29
318,67
319,64
320,31
321,85
322,30
323,67
324,63
325,57
326,66
327,68
328,62
329,76
330,63
331,42
332,57
333,62
334,77
335,27
336,43
337,68
338,100
339,48
340,27
341,91
342,54
343,75
344,55
345,83
346,60
347,74
348,47
349,56
350,60
351,99
352,74
353,62
354,67
355,129
356,131
357,138
358,195
359,293
360,254
361,254
362,132
363,203
364,171
365,160
366,164
367,110
368,170
369,201
370,158
371,159
372,150
373,134
374,118
375,225
376,136
377,150
378,99
379,131
380,139
381,36
382,30
383,33
384,13
385,20
386,27
387,67
388,33
389,37
390,45
391,62
392,64
393,56
394,73
395,38
396,40
397,48
398,51
399,47
400,39
401,26
402,24
403,15
404,36
405,6
406,9
407,13
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,6
422,0
423,28
424,32
425,18
426,41
427,78
428,162
429,86
430,99
431,88
432,111
433,120
434,133
435,167
436,141
437,107
438,106
439,142
440,164
441,161
442,156
443,159
444,164
445,185
446,150
447,198
448,153
449,143
450,160
451,173
452,178
453,177
454,179
455,225
456,253
457,159
458,151
459,117
460,191
461,171
462,85
463,64
464,59
465,64
466,68
467,75
468,147
469,95
470,111
471,113
472,149
473,138
474,173
475,167
476,106
477,150
478,141
479,158
480,161
481,155
482,136
483,94
484,109
485,88
486,107
487,137
488,106
489,129
490,132
491,138
491,138
