time,renshu
15,3
16,0
17,6
18,3
19,11
20,16
21,16
22,47
23,25
24,22
25,22
26,29
27,19
28,38
29,48
30,36
31,14
32,35
33,25
34,34
35,34
36,62
37,44
38,38
39,62
40,59
41,49
42,69
43,65
44,65
45,71
46,79
47,62
48,69
49,83
50,88
51,75
52,30
53,37
54,60
55,63
56,80
57,79
58,78
59,90
60,76
61,85
62,66
63,91
64,115
65,81
66,73
67,84
68,94
69,78
70,59
71,55
72,51
73,66
74,52
75,76
76,61
77,92
78,81
79,73
80,38
81,26
82,38
83,32
84,49
85,48
86,25
87,30
88,37
89,29
90,34
91,34
92,41
93,25
94,34
95,36
96,34
97,52
98,66
99,70
100,94
101,76
102,86
103,73
104,55
105,66
106,73
107,82
108,60
109,59
110,54
111,71
112,78
113,97
114,81
115,77
116,55
117,76
118,61
119,66
120,110
121,64
122,65
123,71
124,15
125,71
126,79
127,111
128,97
129,72
130,76
131,55
132,68
133,111
134,113
135,4
136,0
137,0
138,0
139,82
140,93
141,93
142,105
143,43
144,48
145,54
146,52
147,58
148,54
149,78
150,48
151,51
152,49
153,57
154,75
155,58
156,70
157,52
158,55
159,50
160,69
161,54
162,56
163,61
164,52
165,66
166,55
167,68
168,68
169,57
170,68
171,71
172,62
173,41
174,68
175,71
176,78
177,38
178,69
179,63
180,79
181,77
182,78
183,67
184,49
185,45
186,52
187,73
188,82
189,43
190,61
191,9
192,45
193,54
194,64
195,95
196,91
197,77
198,58
199,64
200,59
201,80
202,74
203,80
204,76
205,74
206,66
207,83
208,77
209,93
210,60
211,82
212,102
213,116
214,77
215,108
216,102
217,124
218,117
219,93
220,128
221,126
222,104
223,105
224,128
225,66
226,79
227,54
228,81
229,97
230,114
231,134
232,112
233,78
234,119
235,114
236,75
237,109
238,89
239,105
240,100
241,111
242,105
243,116
244,129
245,121
246,124
247,81
248,89
249,90
250,64
251,89
252,75
253,66
254,46
255,28
256,25
257,32
258,67
259,49
260,57
261,65
262,59
263,70
264,71
265,78
266,88
267,73
268,65
269,67
270,49
271,70
272,82
273,67
274,66
275,53
276,44
277,63
278,70
279,69
280,71
281,62
282,85
283,45
284,48
285,76
286,78
287,70
288,64
289,54
290,53
291,67
292,49
293,76
294,63
295,62
296,48
297,48
298,47
299,61
300,43
301,75
302,80
303,53
304,65
305,70
306,68
307,91
308,80
309,67
310,62
311,86
312,70
313,61
314,77
315,75
316,97
317,59
318,75
319,71
320,68
321,79
322,71
323,90
324,69
325,58
326,70
327,68
328,90
329,78
330,83
331,67
332,82
333,87
334,80
335,83
336,83
337,92
338,86
339,77
340,105
341,59
342,95
343,86
344,76
345,55
346,66
347,77
348,68
349,70
350,79
351,92
352,71
353,80
354,79
355,80
356,108
357,90
358,96
359,107
360,115
361,111
362,125
363,81
364,104
365,110
366,75
367,95
368,75
369,79
370,107
371,116
372,86
373,93
374,97
375,99
376,101
377,98
378,112
379,92
380,84
381,105
382,115
383,105
384,115
385,84
386,94
387,102
388,89
389,115
390,105
391,116
392,108
393,78
394,80
395,91
396,107
397,74
398,81
399,96
400,88
401,98
402,103
403,83
404,76
405,87
406,81
407,85
408,40
409,352
410,282
411,270
412,288
413,253
414,238
415,105
416,118
417,139
418,106
419,108
420,122
421,113
422,126
423,116
424,103
425,96
426,106
427,109
428,99
429,90
430,122
431,88
432,82
433,99
434,111
435,94
436,85
437,77
438,103
439,89
440,119
441,102
442,121
443,81
444,83
445,110
446,98
447,87
448,86
449,57
450,75
451,85
452,86
453,73
454,97
455,109
456,89
457,66
458,51
459,95
460,90
461,94
462,87
463,85
464,93
465,73
466,90
467,86
468,55
469,76
470,99
471,77
472,57
473,69
474,75
475,78
476,94
477,95
478,82
479,80
480,82
481,80
482,81
483,91
484,100
485,59
486,80
487,69
488,90
489,124
490,112
491,109
491,109
