time,renshu
145,17
146,27
147,20
148,21
149,21
150,21
151,19
152,25
153,26
154,24
155,72
156,25
157,26
158,27
159,27
160,29
161,27
162,26
163,32
164,34
165,39
166,48
167,73
168,60
169,41
170,48
171,42
172,35
173,29
174,38
175,46
176,45
177,40
178,71
179,58
180,69
181,46
182,65
183,47
184,65
185,45
186,33
187,34
188,44
189,49
190,49
191,50
192,56
193,52
194,40
195,36
196,38
197,61
198,41
199,40
200,34
201,33
202,38
203,49
204,47
205,34
206,41
207,63
208,41
209,39
210,49
211,56
212,42
213,40
214,24
215,40
216,31
217,34
218,39
219,38
220,41
221,53
222,40
223,33
224,32
225,35
226,34
227,31
228,24
229,19
230,29
231,38
232,33
233,39
234,30
235,31
236,44
237,32
238,53
239,50
240,43
241,34
242,39
243,42
244,38
245,44
246,52
247,43
248,34
249,40
250,39
251,32
252,51
253,55
254,31
255,37
256,38
257,42
258,44
259,53
260,32
261,22
262,15
263,37
264,40
265,32
266,40
267,47
268,43
269,51
270,36
271,41
272,44
273,57
274,71
275,45
276,43
277,42
278,36
279,45
280,50
281,49
282,63
283,57
284,40
285,42
286,43
287,61
288,71
289,50
290,47
291,40
292,35
293,34
294,51
295,65
296,51
297,53
298,39
299,51
300,47
301,52
302,52
303,50
304,43
305,50
306,52
307,52
308,43
309,45
310,58
311,54
312,57
313,41
314,51
315,59
316,58
317,50
318,55
319,56
320,52
321,65
322,59
323,57
324,67
325,74
326,68
327,55
328,44
329,64
330,67
331,59
332,54
333,63
334,38
335,64
336,58
337,67
338,66
339,52
340,43
341,61
342,49
343,52
344,68
345,57
346,42
347,42
348,62
349,65
350,74
351,47
352,64
353,66
354,67
355,46
356,52
357,69
358,67
359,79
360,72
361,87
362,77
363,57
364,78
365,59
366,60
367,47
368,78
369,79
370,67
371,69
372,83
373,69
374,84
375,75
376,86
377,71
378,86
379,58
380,73
381,92
382,82
383,68
384,73
385,74
386,82
387,95
388,71
389,71
390,77
391,71
392,83
393,81
394,58
395,83
396,81
397,82
398,53
399,86
400,71
401,73
402,72
403,70
404,85
405,92
406,81
407,94
408,109
409,81
410,84
411,69
412,56
413,78
414,109
415,92
416,76
417,89
418,85
419,84
420,99
421,127
422,99
423,90
424,80
425,89
426,80
427,280
428,136
429,105
430,90
431,96
432,97
433,79
434,99
435,111
436,99
437,96
438,94
439,96
440,88
441,93
442,80
443,67
444,68
445,67
446,78
447,97
448,75
449,98
450,71
451,64
452,74
453,72
454,75
455,80
456,67
457,78
458,77
459,67
460,65
461,75
462,84
463,68
464,69
465,54
466,91
467,74
468,88
469,82
470,97
471,82
472,89
473,83
474,68
475,67
476,83
477,95
478,90
479,92
480,75
481,90
482,79
483,92
484,104
485,100
486,84
487,88
488,79
489,60
490,83
491,95
491,95
