time,renshu
10,4
11,0
12,15
13,25
14,19
15,17
16,26
17,26
18,25
19,12
20,40
21,46
22,139
23,114
24,63
25,77
26,91
27,64
28,82
29,104
30,131
31,84
32,59
33,97
34,104
35,90
36,157
37,166
38,98
39,91
40,93
41,101
42,110
43,223
44,124
45,44
46,91
47,115
48,92
49,103
50,187
51,158
52,98
53,108
54,146
55,157
56,161
57,229
58,230
59,145
60,204
61,211
62,180
63,222
64,292
65,245
66,128
67,70
68,91
69,334
70,415
71,276
72,78
73,47
74,88
75,96
76,67
77,94
78,175
79,180
80,43
81,40
82,39
83,48
84,48
85,136
86,81
87,23
88,30
89,23
90,37
91,72
92,56
93,53
94,46
95,46
96,123
97,105
98,187
99,204
100,242
101,208
102,196
103,139
104,42
105,54
106,69
107,92
108,60
109,71
110,49
111,70
112,121
113,290
114,284
115,68
116,70
117,81
118,133
119,192
120,347
121,337
122,72
123,60
124,65
125,69
126,205
127,507
128,438
129,122
130,108
131,82
132,98
133,258
134,455
135,303
136,159
137,211
138,227
139,75
140,83
141,291
142,299
143,40
144,36
145,30
146,36
147,53
148,105
149,115
150,33
151,32
152,37
153,37
154,42
155,118
156,126
157,47
158,46
159,43
160,47
161,43
162,94
163,105
164,26
165,42
166,24
167,34
168,53
169,96
170,35
171,58
172,35
173,49
174,102
175,266
176,94
177,67
178,84
179,71
180,130
181,152
182,234
183,196
184,70
185,72
186,81
187,125
188,284
189,263
190,181
191,14
192,49
193,47
194,48
195,82
196,195
197,124
198,33
199,23
200,50
201,61
202,84
203,188
204,122
205,70
206,85
207,69
208,58
209,40
210,93
211,89
212,90
213,120
214,82
215,85
216,79
217,137
218,173
219,126
220,165
221,147
222,135
223,137
224,137
225,58
226,221
227,258
228,244
229,289
230,265
231,230
232,260
233,241
234,205
235,159
236,218
237,230
238,265
239,201
240,93
241,76
242,105
243,85
244,114
245,269
246,232
247,71
248,55
249,64
250,67
251,98
252,209
253,179
254,28
255,12
256,19
257,27
258,34
259,227
260,141
261,77
262,54
263,76
264,59
265,78
266,236
267,211
268,106
269,62
270,53
271,65
272,91
273,174
274,178
275,109
276,103
277,69
278,87
279,120
280,139
281,232
282,248
283,58
284,23
285,74
286,88
287,250
288,206
289,73
290,71
291,77
292,54
293,86
294,137
295,196
296,73
297,80
298,49
299,76
300,92
301,150
302,217
303,65
304,50
305,61
306,75
307,133
308,321
309,317
310,200
311,101
312,88
313,54
314,111
315,210
316,141
317,45
318,60
319,95
320,95
321,74
322,321
323,87
324,106
325,109
326,113
327,105
328,102
329,110
330,202
331,62
332,68
333,103
334,51
335,68
336,133
337,198
338,76
339,62
340,156
341,80
342,59
343,173
344,241
345,93
346,81
347,109
348,304
349,376
350,234
351,66
352,98
353,100
354,124
355,120
356,155
357,238
358,187
359,83
360,104
361,93
362,97
363,110
364,235
365,299
366,85
367,91
368,140
369,163
370,96
371,164
372,143
373,111
374,170
375,178
376,232
377,200
378,259
379,239
380,108
381,161
382,154
383,118
384,161
385,322
386,345
387,192
388,188
389,175
390,200
391,227
392,332
393,247
394,170
395,181
396,142
397,164
398,193
399,288
400,261
401,206
402,178
403,191
404,170
405,223
406,341
407,283
408,226
409,666
410,306
411,358
412,356
413,463
414,476
415,268
416,209
417,251
418,256
419,268
420,373
421,341
422,284
423,294
424,259
425,254
426,256
427,419
428,444
429,346
430,298
431,262
432,154
433,194
434,341
435,354
436,215
437,122
438,105
439,78
440,103
441,157
442,180
443,75
444,61
445,84
446,165
447,132
448,194
449,84
450,61
451,89
452,74
453,62
454,98
455,204
456,213
457,56
458,80
459,43
460,33
461,92
462,215
463,343
464,457
465,457
466,415
467,333
468,162
469,105
470,83
471,96
472,76
473,98
474,74
475,127
476,233
477,240
478,103
479,76
480,79
481,63
482,93
483,149
484,183
485,85
486,82
487,39
488,69
489,94
490,285
491,449
491,449
