time,renshu
140,24
141,26
142,23
143,44
144,42
145,36
146,39
147,43
148,48
149,40
150,47
151,40
152,45
153,51
154,30
155,32
156,28
157,46
158,47
159,37
160,35
161,35
162,27
163,28
164,37
165,70
166,77
167,78
168,81
169,63
170,49
171,73
172,65
173,62
174,66
175,52
176,47
177,60
178,66
179,54
180,54
181,47
182,46
183,54
184,41
185,40
186,51
187,31
188,38
189,46
190,44
191,53
192,56
193,49
194,57
195,46
196,51
197,65
198,58
199,62
200,61
201,55
202,48
203,45
204,31
205,59
206,42
207,55
208,52
209,47
210,45
211,64
212,63
213,48
214,41
215,59
216,33
217,40
218,37
219,51
220,55
221,28
222,36
223,35
224,17
225,17
226,17
227,23
228,13
229,19
230,21
231,31
232,30
233,44
234,44
235,39
236,45
237,32
238,45
239,39
240,27
241,52
242,48
243,39
244,49
245,35
246,36
247,38
248,44
249,33
250,46
251,47
252,39
253,41
254,58
255,41
256,37
257,46
258,44
259,43
260,44
261,46
262,31
263,46
264,28
265,38
266,34
267,45
268,61
269,32
270,46
271,43
272,49
273,40
274,44
275,44
276,34
277,46
278,46
279,26
280,38
281,39
282,38
283,20
284,45
285,39
286,36
287,39
288,36
289,41
290,30
291,35
292,26
293,42
294,43
295,44
296,48
297,32
298,33
299,49
300,38
301,42
302,43
303,35
304,33
305,49
306,37
307,49
308,30
309,31
310,31
311,50
312,48
313,48
314,52
315,51
316,31
317,0
318,0
319,0
320,0
321,0
322,1
323,36
324,51
325,38
326,46
327,49
328,36
329,52
330,42
331,53
332,45
333,42
334,52
335,50
336,49
337,53
338,55
339,50
340,58
341,41
342,49
343,57
344,59
345,56
346,48
347,54
348,51
349,35
350,50
351,53
352,55
353,43
354,47
355,56
356,58
357,59
358,53
359,50
360,32
361,52
362,37
363,57
364,58
365,65
366,51
367,47
368,62
369,34
370,39
371,65
372,61
373,53
374,32
375,37
376,58
377,61
378,57
379,77
380,35
381,62
382,57
383,61
384,50
385,74
386,56
387,53
388,60
389,51
390,61
391,62
392,89
393,78
394,73
395,42
396,50
397,60
398,69
399,72
400,58
401,63
402,70
403,68
404,52
405,74
406,71
407,90
408,45
409,56
410,85
411,62
412,92
413,66
414,69
415,71
416,104
417,75
418,80
419,78
420,87
421,83
422,79
423,89
424,73
425,75
426,70
427,79
428,72
429,70
430,64
431,66
432,65
433,75
434,81
435,80
436,77
437,67
438,62
439,72
440,71
441,92
442,73
443,26
444,65
445,76
446,43
447,51
448,77
449,71
450,50
451,65
452,62
453,66
454,61
455,77
456,60
457,67
458,49
459,46
460,67
461,64
462,66
463,42
464,58
465,46
466,57
467,68
468,79
469,57
470,57
471,52
472,56
473,69
474,64
475,57
476,64
477,73
478,53
479,71
480,79
481,59
482,59
483,48
484,49
485,57
486,59
487,61
488,64
489,52
490,64
491,48
491,48
