time,renshu
164,124
165,212
166,187
167,106
168,284
169,350
170,211
171,219
172,184
173,137
174,298
175,389
176,324
177,266
178,243
179,213
180,306
181,338
182,415
183,432
184,224
185,268
186,294
187,334
188,388
189,334
190,325
191,228
192,221
193,211
194,227
195,302
196,362
197,295
198,182
199,217
200,234
201,267
202,290
203,374
204,331
205,215
206,270
207,231
208,212
209,263
210,325
211,287
212,246
213,297
214,244
215,228
216,303
217,406
218,351
219,310
220,339
221,352
222,391
223,354
224,285
225,121
226,205
227,230
228,261
229,287
230,322
231,347
232,366
233,366
234,349
235,312
236,309
237,294
238,291
239,302
240,188
241,262
242,205
243,292
244,249
245,303
246,267
247,178
248,135
249,155
250,167
251,206
252,196
253,210
254,159
255,130
256,140
257,166
258,195
259,243
260,221
261,139
262,159
263,144
264,124
265,187
266,142
267,220
268,150
269,165
270,177
271,145
272,200
273,268
274,246
275,197
276,141
277,141
278,134
279,174
280,142
281,137
282,200
283,160
284,125
285,100
286,153
287,185
288,191
289,114
290,136
291,114
292,118
293,181
294,212
295,194
296,111
297,117
298,112
299,144
300,162
301,182
302,188
303,150
304,136
305,167
306,188
307,215
308,171
309,170
310,151
311,137
312,113
313,129
314,158
315,184
316,232
317,97
318,142
319,117
320,104
321,177
322,215
323,189
324,161
325,97
326,158
327,117
328,171
329,242
330,234
331,119
332,129
333,133
334,105
335,167
336,192
337,215
338,138
339,136
340,144
341,127
342,147
343,186
344,196
345,118
346,119
347,174
348,164
349,145
350,157
351,112
352,115
353,123
354,146
355,141
356,164
357,283
358,221
359,134
360,134
361,151
362,121
363,200
364,243
365,271
366,178
367,140
368,177
369,148
370,254
371,261
372,354
373,229
374,249
375,212
376,206
377,285
378,314
379,284
380,197
381,200
382,166
383,201
384,228
385,276
386,273
387,182
388,194
389,182
390,190
391,230
392,253
393,232
394,172
395,154
396,149
397,178
398,209
399,243
400,260
401,181
402,154
403,170
404,154
405,250
406,284
407,257
408,124
409,229
410,162
411,176
412,197
413,276
414,279
415,185
416,208
417,159
418,179
419,203
420,263
421,267
422,211
423,233
424,246
425,214
426,291
427,354
428,277
429,261
430,247
431,286
432,182
433,288
434,0
435,0
436,0
437,0
438,292
439,218
440,215
441,244
442,238
443,177
444,153
445,214
446,176
447,245
448,282
449,196
450,164
451,213
452,198
453,172
454,265
455,282
456,295
457,167
458,139
459,155
460,198
461,267
462,216
463,212
464,202
465,227
466,212
467,237
468,242
469,191
470,212
471,156
472,171
473,198
474,172
475,208
476,286
477,264
478,172
479,148
480,150
481,160
482,185
483,217
484,290
485,205
486,168
487,129
488,188
489,215
490,273
491,277
491,277
