time,renshu
144,18
145,21
146,23
147,36
148,33
149,52
150,26
151,16
152,33
153,46
154,20
155,52
156,24
157,18
158,19
159,29
160,20
161,42
162,73
163,63
164,54
165,53
166,53
167,45
168,97
169,163
170,44
171,51
172,65
173,85
174,89
175,104
176,132
177,61
178,65
179,60
180,77
181,63
182,116
183,129
184,61
185,73
186,84
187,98
188,98
189,104
190,95
191,53
192,54
193,45
194,53
195,106
196,118
197,140
198,37
199,56
200,55
201,60
202,83
203,140
204,121
205,65
206,64
207,66
208,54
209,96
210,139
211,95
212,55
213,63
214,70
215,71
216,102
217,146
218,149
219,59
220,93
221,64
222,77
223,78
224,66
225,22
226,96
227,77
228,69
229,71
230,86
231,86
232,100
233,66
234,58
235,56
236,79
237,51
238,118
239,92
240,74
241,0
242,65
243,58
244,49
245,115
246,137
247,41
248,42
249,58
250,49
251,100
252,150
253,136
254,50
255,104
256,63
257,44
258,122
259,145
260,142
261,58
262,38
263,79
264,49
265,71
266,135
267,131
268,59
269,69
270,79
271,45
272,82
273,147
274,131
275,44
276,64
277,65
278,55
279,63
280,119
281,135
282,104
283,49
284,44
285,56
286,80
287,104
288,130
289,49
290,51
291,55
292,55
293,99
294,118
295,123
296,63
297,60
298,55
299,68
300,99
301,90
302,133
303,61
304,55
305,75
306,75
307,116
308,147
309,142
310,91
311,45
312,67
313,52
314,104
315,146
316,118
317,55
318,64
319,65
320,74
321,99
322,121
323,123
324,74
325,73
326,71
327,79
328,113
329,123
330,138
331,53
332,58
333,84
334,66
335,89
336,150
337,139
338,63
339,71
340,112
341,80
342,92
343,149
344,174
345,60
346,57
347,107
348,173
349,169
350,135
351,67
352,68
353,74
354,73
355,73
356,145
357,162
358,145
359,76
360,81
361,89
362,102
363,155
364,308
365,209
366,84
367,88
368,96
369,96
370,156
371,191
372,183
373,90
374,87
375,78
376,67
377,147
378,202
379,144
380,94
381,92
382,64
383,90
384,174
385,208
386,207
387,97
388,88
389,74
390,98
391,28
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,87
433,143
434,197
435,173
436,72
437,95
438,86
439,90
440,157
441,178
442,152
443,79
444,76
445,155
446,172
447,217
448,183
449,88
450,73
451,93
452,95
453,100
454,144
455,175
456,160
457,102
458,93
459,80
460,122
461,267
462,167
463,181
464,191
465,149
466,144
467,159
468,125
469,51
470,96
471,91
472,86
473,100
474,107
475,139
476,174
477,175
478,66
479,88
480,86
481,97
482,109
483,171
484,190
485,84
486,80
487,59
488,89
489,160
490,209
491,197
491,197
