time,renshu
380,98
381,105
382,122
383,133
384,122
385,52
386,52
387,138
388,119
389,98
390,147
391,139
392,50
393,94
394,139
395,165
396,156
397,184
398,187
399,71
400,72
401,176
402,164
403,170
404,133
405,2
406,0
407,0
408,0
409,0
410,70
411,104
412,87
413,56
414,41
415,26
416,0
417,1
418,0
419,0
420,0
421,0
422,57
423,122
424,121
425,119
426,125
427,74
428,76
429,164
430,148
431,152
432,157
433,164
434,77
435,73
436,185
437,149
438,133
439,150
440,168
441,75
442,69
443,150
444,157
445,150
446,61
447,44
448,51
449,156
450,152
451,150
452,149
453,167
454,163
455,101
456,107
457,195
458,189
459,189
460,166
461,161
462,61
463,56
464,50
465,45
466,44
467,39
468,51
469,156
470,152
471,155
472,157
473,173
474,176
475,160
476,79
477,84
478,159
479,180
480,152
481,138
482,171
483,98
484,101
485,150
486,161
487,195
488,152
489,165
490,73
491,77
491,77
